movie,title,rate,author,date,content,label
Revolutionary Road,A Movie About How Reality Affects One's Dreams And Desire For Change,10/10/2019,Desertman84,7-十月-11,"Revolutionary Road is a very realistic movie about a couple whose reality has affected their dreams and desire for change.It is an interesting movie because it provides a glimpse of what many people are experiencing these days in tough and hard economic times.

Frank and April Wheeler,played by Leonardo DiCaprio and Kate Winslet,are in their seventh year of their marriage.Sad to say,their life is filled with unhappiness and it is far from perfect.They live in the Connecticut suburbs with two young children. April has forgone her dream of becoming an actress, and Frank hates his job. Then one day, she suggests that they move to Paris as a means to rejuvenate their personal lives and their marriage.She plans to be the breadwinner by becoming a secretary of a major international organization,while he would have free time to find himself.In the end,their plans went for naught as April had an abortion and Frank admitted that he was having an affair which ultimately was detrimental to both themselves and their marriage.

Many people could relate to the couple's predicament due to the recession that the country is currently experiencing.The theme of the movie can be realistic as it can get.And the movie portrayed that very well.The acting was excellent as the two Titanic stars,Di Caprio and Winslet,were definitely honest in their portrayals as the Wheelers.Sam Mendes' direction was superb and excellent.Overall,this film is highly recommended and would definitely a great film for people these days.",pos
Revolutionary Road,Powerful drama,10/10/2019,haterofcrap,1-九月-11,"This was such a great film. Unlike many other boring ""oscar-bait"" films, this actually deserved all the praise it received.

This film was made by Sam Mendes, the same director of the overrated ""American Beauty"" (But he also made two good films, such as ""Road to Perdition"" and ""Away We Go"") I must admit that when I heard about this film for the first time, I wasn't very interested about it, because I thought it was going to be like ""American Beauty"", but in the Fifties, but this movie turned out to be pretty good, with many powerful and emotional scenes.

The performances were excellent, and the cinematography was equally good too.

Personally, I think that ""Revolutionary Road"" was an excellent film, and I found this to be superior in every single aspect to American Beauty. This is a good, underrated film that deserves more recognition.",pos
Revolutionary Road,Quick review,10/7/2019,ant-j-sib,8-二月-11,"This is a slightly weird movie. It has a feeling of being written and acted for the stage, and Leonardo is very good, as you might expect, but Kate falls down because of her poor American accent. They seem to have pretty good chemistry, and I would rate this much higher if it were not for the accent business. This is where my review ends. I don't have any more to say about it but am apparently required to write at least 10 lines, which is kind of annoying. Not having 10 lines worth of material doesn't necessarily mean your review is not worthwhile. Now I'm going to have to think of all sorts of useless junk to write here, and possibly have my account blocked. But if that's the way the cookie crumbles, so be it.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",neg
Revolutionary Road,Revolutionary Road,10/8/2019,francescof86,29-一月-11,"""Revolutionary Road"" is a brilliant ,engaging and a devastating movie(with a great direction) ,near to perfection, from one of the most original and amazing director(Sam Mendes).It is based on a beautiful and touching book from Richard Yates. What I found interesting is the portrayal of the broken dreams of Frank(Leonardo Dicaprio in an under-appreciated stellar performance)and April(a terrific performance by Kate Winslet)and their struggles. Of course,there are not totally positive or negative characters(although April can be cruel in a way that Frank can't be)but overall I believe that both of them are simply too selfish to admit clearly what's wrong with them.The story is a clever example of people that are not capable to live a seemingly wealthy existence, in particularly April who shows ominous signs of mental illness. Sam Mendes is one of the best director.His movies are honest and occasionally shocking. He's not afraid to bare the souls of the characters he describes.The script is truly great and allows the actors to display their abilities.For his terrific performance Leonardo DiCaprio was not even considered for a Best Actor nomination which I consider a real shame since the role is very demanding and he completely disappears inside it.Kate Winslet shows once again why she is one of the best actress of her generation and she wasn't nominated for an Oscar just because she was up for that award with another great performance in The reader.The supporting cast adds very much to the general beauty of the movie.Michael Shannon and Kathy Bates are just priceless. The picture deserved an Oscar nominations for Best movie and Best director given the polished work Mendes did,one of the most daring and competent director we have.My vote is 8/10.",pos
Revolutionary Road,Why do people say this movie is so depressing - get a life!,10/10/2019,porgiamor,24-七月-10,"I agree with previous reviewer who wrote that watching this movie sure beats going to therapy. Another reviewer concluded that relationships are tough - I couldn't agree more. That is what revolutionary road is about folks! I have nothing but praise for Leonardo DiCaprio, Kate Winslett and Sam Mendes. This is a great movie with superb acting, music score, scenery, costumes, set design - everything top notch. I saw The Hurt Locker recently and found that movie so utterly depressing. This movie was not. I believe the whole point of this movie is to ask those deep philosophical questions of oneself such as, what makes you feel inspired and alive every single minute of everyday? What's your ultimate purpose in life? What motivates you? What makes you special? Personally, I found this movie very helpful, and for me, the moral of the story is this: Life continues no matter how hopeless it feels. I would suggest watching A Serious Man after this movie.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
Revolutionary Road,"Don't give up your dreams, don't become responsible adult",10/8/2019,CoBarbarella67,15-七月-10,"The book and the movie ask a fundamental question: do we choose to live our life to the fullest and fulfill our dreams or do we settle for the far from glamorous suburban life of reasonable adults in a society tailoring our dreams in order for us to buy more of the bullshit it sells. It is brilliantly acted, scripted and directed, you'll see the couple drowning in his incapacity to take a chance and live the dream instead of dreaming their life thus feeling bitter and acrimonious about it. In the 50's you would think the decision of not living the dream reasonable, in today's world, we know we're lied to, deceived by ""the markets"" and the advertorials so we may as well do as we dream, because it does not matter, society is not designed to make us happy (not even happy customers !), fulfilled so if you have a passion, just go for it, live every minute of it, regardless of tomorrows. Actors are fantastic, director Mendes has brilliantly filmed this sad story. Don't watch it if you're already depressed ;-)
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
Revolutionary Road,"""People Are On To The Emptiness. But It Takes A Someome With Guts To See The Hopelessness""",10/8/2019,johnstonjames,30-六月-10,""" someone with guts to see the hopelessness"". oooh. ouch. take that America and stick up your suburb. fortunately there is hope in that statement. it simply means that there is a whole world beyond the all-American middle class dream which, these days, sort of seems like a pipe dream. it feels like most people in American can't see out of their own little box, cubicle, tract-home or club. that's why things are so stagnant. and we keep letting the same status-quo mediocrities dictate mores and beliefs with out ever questioning them because everyone is so afraid to be different and march to their own drummer. i mean who really wants to feel like the odd man out? take it from most of us who are different. it's hard.

taking a good, hard look at yourself and the environment around you is usually a pretty enlightening experience. you can, however, be a little too hard on yourself and things. Richard Yates book and Sam Mendes film is perhaps that, but it does offer insights you usually won't get from most media in this country. i never read Yate's American classic, but i do know Mendes, and viewing things from a hard perspective is what Mendes does best. look at 'American Beauty' and what excellent but hard, stern film that was. not all of America lives up to Walt Disney's idealistic vision of this country. not everything is okay with suburbia, marriage and the ""American Dream"".

it's a little spooky when the only character in a play that seems sane is the crazy guy. beautifully played by Michael Shannon (was he nominated for this? he should have.)and it's equally disturbing to think death is the only way out.

so much of the film is summed up in the end scenes where the couple next door decides ""we won't talk about the Wheelers again"". classic case of American denial.",pos
Revolutionary Road,On the Road Far From Heaven in a Ice Storm,10/9/2019,glennw53,20-六月-10,"Sam and the rest of the cast can do no wrong in my book so I'm ashamed I didn't see it when it came out until now. I think because of the subject matter I knew it wasn't going to be a light hearted film. I dreaded it in a way but I new it would be good for the soul. So I was born in the 50's and the settings and colors are spot on. Deakins is a master of course. Life in America after the war when were young and invincible and the feeling of optimism of a new world. Some are not cut out for cookie cutter world of picket fences and 2.3 children. Some of us plan to set the world on fire and be all we could be. Some just planned and fate intervened. Every generation is this way. Some times we get stuck in not what we wanted. April is one of those stuck people. Frank didn't mind it too much, it came easy to him. When I look back on the street I grew up on I realize maybe 3 out of 30 couples stayed to together by the time the 70's came along. For most it doesn't come easy. Will we alway have Paris?
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
Revolutionary Road,The Little House on Revolutionary Road.,10/10/2019,tommyboymccoy,26-五月-10,"Revolutionary Road is the far most one of the best novels of the decade.I first read the book about a year ago.Than my friend told me that they were coming out with the movie, so i had to see it.The Highly respected actress Kate Winslet(My Favorite Actress) did a phenomenal job of play April Wheeler,she really looks like the character and portrayed her so well just like the book.April Wheeler played a pregnant suburban house wife and is sick of her boring life so she decides to move to Paris.Leonardo Di Caprio plated Frank Wheeler who is sick of his non interesting job and is in love with his wife April Wheeler.There is such a good cast in this movie, Kate Winslet,Leo,Kathy Bates,Michael Shannon and so much more.I really suggest this movie to ANYONE.But i do suggest also to read the book because the movie does leave out a lot of characters and a lot of detail. So rent this movie buy it borrow it or whatever get this movie it will change you in so many ways.",pos
Revolutionary Road,"Sometimes hard to watch but hypnotic, rewarding drama",10/10/2019,thundrmi,18-五月-10,"I'll try hard not to reveal too much about the plot, but I know I'll slip, so see the film first if endings are of utmost importance to you..

I must admit that the first time I watched Revolutionary Road(RR), I commented to others that I did not find the experience a pleasant one. Thank heavens I did not allow my initial response to a less than typical 'Hollywood ending' to prevent me from giving the film a second screening. Upon reexamination, I have concluded that this is truly one of the most intense, gripping and thought-provoking dramas of the last decade (or beyond).

A second viewing afforded the opportunity to watch, with great interest, the absolutely masterful performances of Winslet and DiCaprio, supported ably by a wonderful cast. With RR, the acting is the key. Of course Sam Mendes' directorial effort showcases these performances and brings Yates' epic novel critiquing 50's suburban life into sharp focus.

The era of the mid 1950's is very well presented in this film, with a great soundtrack, spot-on architecture, sets and costumes. It helps set-up a love/hate relationship with that 'innocent' decade while allowing the story to play out in contrast. Tunes from the film,including another Oscar caliber theme by Thomas Newman and fifties hits like Crying in The Chapel and Count Every Star haunted me for weeks, finally leading to a purchase of the soundtrack. DiCaprio, now a mature actor far from the boyish Jack, is paired again with his accomplished co-star from Titanic, Kate Winslet, in the role of Frank Wheeler. Wheeler and wife April (Winslet) met in the post WWII years, shared dreams of great futures and shared a disdain for typical suburban life before settling, themselves, in suburban Connecticut. What follows is an examination of how differently these two handle leading what they once regarded as dull and generally inferior lives. April is emotional and passionate about her early ideals while Frank seems to have learned to accept 'success' in the white collar world. At times, April seems to hate her spouse for abandoning early shared dreams, while Frank desperately wants to retain April's love and respect. Some emotionally supercharged scenes ensue.

I must mention one co-star in particular. Kathryn Hahn is amazing as Milly Campbell, the Wheelers' next door neighbor and spouse to Shep(David Harbour), Frank's best friend. Both do a tremendous job portraying the typical, happy suburban couple with insecurities and passions restrained in a way unthinkable to April. Hahn is worth watching closely in key scenes where the Wheelers share some unconventional plans to regain their lost goals. Her facial expressions are priceless.

If you appreciate fine acting,intense adult drama played out in harsh reality,RR is for you. Even if you saw it once and reacted negatively to a rather shocking conclusion, watch it again and simply enjoy the professionals who act a true masterpiece. Leo and Kate have never done better.",pos
Revolutionary Road,The dark side of suburbia,10/8/2019,freemantle_uk,14-五月-10,"For a British director Sam Mendes seems to have a great understanding of American culture and he has a great interest in the darker side of American culture. Mendes reunions Kate Winslet and Leonardo DiCaprio for this dark, gritty piece of Americana set story.

Winslet and DiCaprio play April and Frank Wheeler, a unhappy married couple that live in 1950s East Coast America in the suburbs. April was a failed actress and a housewife whilst Frank is an unhappy salesman for the same company his father work at. Outwardly people thing they are the perfect couple with a nice family; but no one knows what happens behind closed doors. Desperate for a chance April suggest to Frank moving to Paris so he can find himself and be happy in the city of live. April has plans on how the move would work and the two make serious preparations to move the family abroad. But event conspirer against April's plans and whilst the married couple have a brief period of happiness their relationship becomes very strained.

Revolutionary Road is an actor's film: it is filled with excellent performances with DiCaprio and Winslet at their best. They are believable as the couple of the piece and this is such a realistic scenario about how a relationship going wrong. The supporting performances were excellent, with people believing the illusion of the Wheelers and the other character seeming to have a need for it. This is most evident with the female characters Helen (Kathy Bates) and Milly (Kathryn Hahn).

Mendes handles the material, trying to balance out both April and Frank's good and bad part and they both change amongst themselves as the protagonist and the antagonist. He gets the best out the actors and his skill behind the camera adds to the power, like when April has to make a phone call and the camera moves away and April gives the audience a voice-over. Mendes could have easily have shot the film in a dark hand-held style which is popular at the moment. Yet Mendes kept he kept the film well lit and its offers a great juxtaposition of the nice setting of suburbia and the darkness of the relationship. There are excellent themes in the film, there is the idea of broken and unfulfilled dreams, an important aspect in some of American literature like Of Mice and Men. There is the obvious film of a relationship going wrong, with the people starting a family and creating a home just because it's the normal thing, not because it's the best thing to do. As well the film looks at the idea of illusion that people will put up to protect themselves and other people believing it. Revolutionary Road was very much like American Beauty, looking at the dark underbelly of American suburbia, but this time, set in the 50s.

Whilst the film is very strong for the most part, they could have shown a little more about how the relationship broke down in the first place and the children did not play a big a role as they should have.

Revolutionary Road is a melodrama: but it's an very good melodrama and sometimes that is what the audience needs.",pos
Revolutionary Road,Hopeless emptiness,10/8/2019,iradao,11-五月-10,"The drama is about a couple played by Leonardo Di Caprio and Kate Winslet. When he meets her (April) he already says he works only for the money, without any passion. She, in other hand, dreams to be an actress.

But she is not talented and her career doesn't emerges. Every problem they have, the man starts some discussion and the woman tries to avoid it, in contrary to the usual, a typical change of roles.

Years later he keeps working in an unpleasant job while she is a housewife with two children. They live a tepid life without any big emotion and both keep fighting each other.

But one day, after a big fight where he seems very angry, April finds a photograph of him in Paris and a dream rises. She convinces him to go live in Paris and they tell everybody in town. Nobody seems to understand this immature idea, except the psychotic man called John. He is the one that understand the hopeless emptiness that rule their hearts. However it seems that the emptiness is stronger in the woman than in the man.

The woman than acts like an actress in her real life. In her last breakfast she is a great actress and the husband really enjoys it, even though I think he could realize that she wasn't being real, because of her great coldness.

After the movies end, I kept asking myself if I were in his skin, if I would have gone to Paris. This decision was foolhardy but I think he could convince his wife to go on vacation first, or something like that. He couldn't just say her plan, her dream was silly.

The main problem between the couple is that April dream about glamour and Frank was more realistic, more grounded.

Something I liked very much in the movie is the acting of Kathy Bates and the fact that she smokes a lot, even when pregnant. That was realistic because the time of the movie is around the fifties.

Something I didn't like in the movie was that even though they are parents of two children and some of their problems is because of them, the kids rarely appear in the screen. Other thing I didn't like was the scene he tells her wife that he has cheated on her.

But overall I liked because the movie makes you think. Sam Mendes is really nice.",pos
Revolutionary Road,"The Real ""Leave it to Beaver""",10/8/2019,moviesleuth2,27-四月-10,"As human beings, we crave stability. The thought of sameness and certainty brings us a certain degree of comfort. But being comfortable and ordinary means sacrificing our chance to be truly extraordinary. To what degree do we give up our dreams for a sense of comfort and normalcy? Is an ordinary life worth giving up the chance to be someone special?

Frank (Leonardo DiCaprio) and April Wheeler (Kate Winslet) are a happily married couple. Frank is a dreamer, and wants to go back to Paris because people are ""alive"" there, but after April became pregnant, they moved to the suburbs to live a normal life. But April is not happy as an ordinary housewife, and Frank is just as miserable having ended up in a job that he swore to avoid. So they decide to move to Paris so that they can live the life that they were ""meant"" to. But are they willing to take that chance?

In 1997, Leonardo DiCaprio and Kate Winslet created one of the greatest screen romances of our time in ""Titanic."" Eleven years later, the real life best friends have returned on screen together in an entirely different kind of film. It is a credit to their skill and versatility that Frank and April Wheeler are NOTHING like Jack Dawson and Rose Dewitt-Bukater. DiCaprio and Winslet are wonderful in their roles. Both are trapped in a situation that they hate, but can't escape.

The other actors vary, however. Kathy Bates is miscast as Helen Givings, the only person who really seems to have fully bought into this sitcom-ish life. Bates is a good actress, but she's not right for the part. A cynic might say that this was to draw on the popularity of the ""Titanic"" connection, but I doubt it. ""Revolutionary Road"" will not appeal to that crowd, and the two leads are a strong enough appeal anyway (but with Hollywood, you never know...). Michael Shannon is excellent as John, Helen's son who was in the mental hospital for his opinion that this life that everyone seems to be living is a delusion. Shannon has made a career of off-the-wall performances, but this is one of his best. Unfortunately, the character sometimes comes off as a writer's construct than a real individual, and Shannon is unable to solve this problem. Of special note is David Harbour, who plays the Wheelers' next door neighbor and friend, Shep. It's a passionate and heartfelt performance, and it should grant Harbour some notice.

Sam Mendes already peered behind the white picket fence in ""American Beauty,"" which I have not seen. But there has been no greater criticism of the delusion portrayed by the classic 1950's sitcoms like ""Leave it to Beaver"" and ""Father Knows Best"" than ""Revolutionary Road."" But the true strength of the film is that it applies to every era of American life; our dreams our precious, and we cannot reach them without taking a chance.",pos
Revolutionary Road,More feasible than American Beauty...,10/9/2019,yddsp@aol.com,10-三月-10,"As I settled into this movie, I began to sense a feeling of familiarity (I caught it a few minutes into it) with the subject matter, then I realized the setting and time-frame were not present day, they were, in fact, back in the 1950s. At first it seemed like an ordinary run-of-the-mill period piece, but as I allowed myself to be absorbed by the movie's theme and subject matter, I realized that it was quite an interesting story after all. In fact, it was, at times, disturbingly realistic, as I can speak from personal experience, having grown up within that same time period, when life was 'supposed' to be simpler. When I came to realize it was from the same Director as the film ""American Beauty"", I knew why it held my attention so, because this man can really tell an interesting story and is quite impressive as a creative artist. I won't say it was an entertaining experience, as the subject matter is not your typical feel-good fare, but it is a very compelling movie that I intend on watching from the beginning, and then over again, because it was so interesting. It is also much more plausible in terms of realism than its predecessor, American Beauty. Great job Mssrs. Mendes, DiCaprio, Shannon and Mss. Winslet, Bates et al!",pos
Revolutionary Road,"""Revolutionary Road"" - Leo and Kate on the screen together again...",10/10/2019,dee.reid,20-二月-10,"I believe that it was in early 2008 that I heard that a new film was coming out that would be pairing stars Leonardo DiCaprio and Kate Winslet on the screen together again, 11 years after they were the king and queen of the world in ""Titanic"" (1997). That long wait happens again in the 2008 film ""Revolutionary Road.""

Now I'm a guy and I'm a sucker for romances, so that when I heard that the power-couple of ""Titanic"" were teaming up again for a new film due out later in 2008, you can bet that I waited with eager anticipation to see this movie. Leonardo DiCaprio and Kate Winslet, in all likelihood, made film history with ""Titanic"" by becoming probably the new Hollywood screen couple. And while the two are together again in the Sam Mendes-directed ""Revolutionary Road,"" they are very much the complete opposite of the characters they made famous 11 years prior in ""Titanic.""

""Revolutionary Road"" is an adaptation of the 1961 novel of the same name by Richard Yates, and concerns the Wheeler family, spear-headed by Frank (DiCaprio) and his wife April (Winslet), who live with their two children in a lovely New York suburb. Remembering that the two are the opposites of the characters they portrayed in 1997, their marriage is very much on the rocks from the opening moments. Set in 1955, they live a picturesque life as a picturesque, perfect American couple, you know, the type of unique American family that all the rest of American families should try to be like.

Things couldn't be any more farther removed from the truth.

Frank hates his job as a lowly tech salesperson, and has often dreamed of better things in life. April is pretty much the ideal housewife who does the incredibly simple task of making a decent home life for her family. April soon comes up with the idea that in order to get what they both want out of life, that it would be nice to move to Paris, France, and try to start over. She'll get a job as a secretary, she says, while Frank will stay at home with the kids and try to figure things out. It's a lovely dream, but a highly unrealistic one, and soon numerous factors (internal as well as external) come out that threaten to tear this already faulty family unit apart.

Now, I'm not one to really jump on the bandwagon of the latest Hollywood flick that's primed to sweep the Oscars. However, I found ""Revolutionary Road"" to be something that is a little bit higher than the usual Hollywood drivel. I found the missing link in most Hollywood pictures purely in the star-power of the two lead performers. It was a sight to see DiCaprio and Winslet together again. (I might as well as proclaim them as my ultimate, favorite screen couple.) That they're together again under different circumstances and playing vastly different characters than the ones they immortalized in ""Titanic"" is part of the experience. I found their characters to be brutally honest about themselves and inherently imperfect, but full-blooded and really life-like; essentially, they're real people here.

I like Leonardo DiCaprio. He is one of my favorite actors. He has shaped up in the time since ""Titanic"" to become one of the film community's most versatile and talented performers; he is no longer the ""King of the World"" boy-toy he was in ""Titanic's"" hey-day. (When is this man going to win an Oscar, or at least a Golden Globe?) Kate Winslet proved to be the real winner here, since she won a Golden Globe for her performance here (as well as an Oscar for ""The Reader,"" which I haven't seen, but I say she should have won it for this film, too). Her performance is honest to begin with, but halfway through takes a turn down a much darker route that was totally unforeseeable by anyone in the audience.

""Revolutionary Road"" is a real movie, a real movie that is full-blooded and smart. I should have said this way earlier, but I had to watch the film for a college class recently, and it was my first time seeing it. I have no idea how I missed this movie while it was in the theaters. But I was glad I had the grand opportunity to see what was one of the best - if not the best - drama films of 2008.

10/10",pos
Revolutionary Road,Gilded cage,10/8/2019,TBJCSKCNRRQTreviews,22-十二月-09,"I have not read the novel, nor, I believe, anything else by Yates, though I would like to. From what I understand, it does not delve as much into the female lead as this does. I knew that I wanted to watch this from the moment I saw the trailer, and it did not disappoint me in the least. There is so much poignancy and so many brilliant observations about human psychology, nature and relationships in this, and, without knowing with certainty, I can imagine that they can be traced back to the author of the book. This is immensely realistic, as well as rather authentic... it really does feel like something out of the 50's. The plot is compelling all the way, and it develops well throughout. This is well-paced, there is not a boring moment to be found. The characters are credible, well-written and deep. Every role is well-cast, and DiCaprio and Winslet(who seems capable of exuding a ton of emotion with as little as a glance of her eyes) are flawless. All of the acting performances are spot-on. This is engaging and impeccably dramatic. You can't help but sympathize with the pair's struggle against conformity. This is not for those who see films as being escapism, as you might expect from anything by Mendes. The editing and cinematography are excellent, and the look of this is not glamorized. There is infrequent strong language, a little sexuality, and brief nudity in this. The DVD comes with an interesting and informative commentary track by Sam and Justin Haythe(who adapted this for the screen), a well-done featurette, and deleted scenes with the option of hearing the director's thoughts on them. I recommend this to everyone mature enough to appreciate it. 8/10",pos
Revolutionary Road,Road to Perdition,10/10/2019,kosmasp,10-十二月-09,"Kate Winslet and Leo reunite after their Titanic ... experience. And while I still have resisted to watch the highest grossing movie ever, I was really anxious to watch this one. A friend of mine had told me, that it was one of the best movies he had watched in 2009. While some movies suffer from high expectations, this one didn't. It's high class drama (if there is such a word/phrase), dark and really ""brutal"" (not in an explicit kind of way).

Acting wise, Kate and Leo really give their best, but they have strong supporting cast to play with. There is one in particular, who also plays the part of comic relief. This is not a comedy (far from it), but those rare moments of comic relief are really needed and thrown in, at the right moments. If you thought, American Beauty was dark and twisted ... you ain't seen nothing yet (until you watch Reservation Road that is)!
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",pos
Revolutionary Road,Mendes triumphs - A worthy reunion for Kate and Leo,10/8/2019,the-gossip-king,7-十二月-09,"Kate Winslet and Leonardo DiCaprio play April and Frank Wheeler who reunite on screen for the first time in eleven years since the acclaimed blockbuster 'Titanic'. However this time their doom is not a famed ocean liner's decent into the Atlantic but of a marriage descending into the stultifying stillness of suburban life in the 50's. The character are dreamers if you might who don't see their house on Revolutionary Road in Conneticut as a sanctuary but as a prison in which there is no escape. Sam Mendes was the perfect choice as director as the film deals with similar themes to his Oscar winning film 'American Beauty.' His direction is perfect as the audience is never allowed to step back and examine the damage which fate has brought upon the two characters. Instead the camera is constantly on the two leads faces not missing a single reaction that is crucial to the understanding of the motivations of these strange but hauntingly normal characters. There is a possibility that audiences maybe put off by the two characters because they don't play for sympathy, they are too good as actors to do this and their honest performances reflect that because if the actors were to play for sympathy it would be missing the point. Us as an audience live in a day now where free-thinking is widely accepted and acknowledge. Not stifled at first glance and if the actors played for empathy then we would be taken out of their predicament. We as an audience must accept that in another time these two character could have been happy but sadly their fate is doomed in this adaptation of Richard Yates novel - perhaps one of the finest pieces of American literature.",pos
Revolutionary Road,so good i hated it,10/7/2019,jkae89,28-十一月-09,"As contradictory as my title may be, it sums up the following criticism quite well.

As a big fan of both leo and kate (especially their previous project together being a little film called titanic) I had high hopes for this film, and in a way I wasn't disappointed. Although initially hating the movie after I saw it, I came to realize that their performances were so convincing that I, an objective member of the audience, became so emotionally involved in the lives of the two fictional characters on screen before me that their pain became unbearable to endure. I watched as their marriage crumbled more and more rapidly before my eyes not too far into the movie. The flashbacks were effective as they portrayed the ""american dream"" the couple were striving for prior to the horrendous fallout. As the movie progressed, so did my emotional attachment...leading me to the heartbreaking ending. Be warned that this movie is NOT TITANIC! There is NO timeless romance for the ages. There is NO Rose and Jack. There is NO happy ending! You will get great performances accompanied by the great writing and directing. I will NEVER watch this movie again in the remainder of my life! That really is how good it was...",neg
Revolutionary Road,Tragic love story from American Beauty director Sam Mendes.,10/9/2019,axlrhodes,16-十一月-09,"Revolutionary Road is a tragic love story about two people who cant quite find a way to make things work.The film,which is adapted from a novel has so many layers of meaning yet is in its own essence,a very simple and straightforward story.Set against a 1950's backdrop and directed by Sam Mendes,Revolutionary Road is a deeply involving drama which re-unites Titanic stars Leonardo DiCaprio and Kate Winslet. Both stars deliver excellent performances truly bringing fully to life the characters and their contrasting plights. The suburban setting and score by Thomas Newman inevitably remind of Mendes' earlier film American Beauty.A similar kind of tragedy is explored here, as was explored in American Beauty.Mendes seems interested in peoples relationships and the painful dysfunctionality that can arise when two forces aren't pulling in the same direction within the confines of a family unit. Its great material and Mendes delivers a fine film,aided by a committed cast and some great on location camera work and production design.It doesn't indulge comedy like American Beauty but its more than a match in the dramatic stakes. 9/10",pos
Revolutionary Road,Great Acting,10/7/2019,catmmo,8-十一月-09,"This was a story that left me feeling a lot better about my own life compared to these sad and desperate characters. Kate and Leo did a great job in their roles, as did the rest of the cast.

The movie had a feel to it of watching a stage play, and could likely be adapted for the stage very easily. The dialog is the strong suit in this movie by far.

Far from happy, the movie is really quite depressing as you watch the characters never seeming to find any joy and only growing more bitter. I found myself saying several times, ""Wow, their life stinks.""

An odd quirk in the movie is the lack of mentioning where their children are throughout most of it. There was only one part near the end where it's said that the kids are at a friend's house and then it's only more obvious that something is going to happen.",pos
Revolutionary Road,Sharp dialog in a movie about a marriage gone awry,10/9/2019,bandw,5-十一月-09,"It's the 1950s in the United States and Frank and April Wheeler meet, marry, have two kids and purchase a picturesque house in the suburbs. This attractive young couple seems headed for a realization of the America Dream, but they understand too late the compromises that they must accept to get there. Frank is in marketing for Knox Business Machines where he goes every day dressed in a suit and tie, wearing his fedora. Sitting in his cubicle day after day he comes to feel that this is not what he had in mind for his life. Meanwhile, on the home front April is feeling the boredom of the daily routine intensely oppressive. Instead of admitting that maybe life is not going to turn out to be as glamorous as envisioned in some unspecified fantasy, April has the idea that she and Frank can break out of their perceived drab existence by moving to Paris. She convinces Frank of this idea and right then you know that rough times are probably ahead, since neither of them has the ability to think far enough ahead to see what such a move would entail. They have arrived at one of those node points in a relationship that, once a big idea is on the table, and under serious consideration, it's going to be difficult to back off of it or go forward with it, particularly if the idea is not supported equally. Maybe Frank and April's experiment could have been performed, but when the complications of a promotion for Frank and April's pregnancy arise you realize that the marriage is probably doomed.

This is a film where you drop in on some people and get to know them well and see the tragic consequences of their decisions. Frank and April get so deep into their misadventure that they can't right the ship by the time they grasp their situation. There is some keenly observed dialog, like Frank's comment, ""Knowing what you've got, knowing what you need, knowing what you can do without - That's inventory control."" The actors are up to the task with the highlight being Michael Shannon playing John Givins, a truth-telling ex-mathematician who is suffering from something like Asperberger's syndrome. His dialog is so trenchant that you have to recoil from it in sympathy with Frank and April. When Givins pointed to April's obvious pregnancy and said, ""I'm glad I'm not going to be that kid,"" I was stunned that someone could dream up such a cutting remark.

The period details like autos, furniture, dress, and street scenes are strikingly well done. While Frank and April's story may have been more common in the 50s, it could easily be translated into a contemporary setting, except for one crucial detail. In contemporary America April could have made a case for a legal second trimester abortion under a doctor's care, based on her mental health. I don't know the intent of the book, but this film makes a case for pro-choice.

There are things to be learned from watching this. If you are on the path to marriage, then it can be a cautionary tale; for all others, it can prompt candid reflection on where you are and where you are going.",pos
Revolutionary Road,Great movie.,10/10/2019,Sirus_the_Virus,23-十月-09,"Leonardo Di Caprio and Kate Winslet star as a suburban couple who go through some hard stuff in Revolutionary road. One of last years best films. I liked it more than The Reader. But clearly, the academy didn't really agree.

Di Caprio and Winslet unite as the Wheeler couple. They are an upset couple living in suburbia in the 50's. Soon they decide to take a trip to Paris, but not to visit, to live there. The couple is so miserable that they both end up having affairs.

I am kind of sorry that I spoiled that part. But really it's not that big of a spoiler to be perfectly honest. Director Sam Mendes(American beauty and Away we go) returns with a fantastic film. This is a believable couple. I believe that a couple like them actually existed back then. The movie has many fantastic performances, but the best performance goes to Michael Shannon. He plays a mentally challenged man who insults Leo in one scene and is so good doing it.

Revolutionary road is dramatic and at times sad. You know I expected Leonardo Di Caprio to reunite with Kate Winslet sometime. But I didn't exactly expect this fantastic movie. Revolutionary road deserved more than 3 Oscar nominations because it is just great.

Revolutionary road:****/****",pos
